Price,sales_channel_id,age,product_code,product_type_no,graphical_appearance_no,colour_group_code,perceived_colour_value_id,perceived_colour_master_id,department_no,index_group_no,section_no,garment_group_no
0.0169322033898305,2,30.0,591770,255,1010016,73,4,2,6515,4,44,1002
0.0677796610169491,2,39.0,657970,262,1010016,9,4,5,1244,2,53,1007
0.0508305084745762,1,20.0,636093,252,1010016,93,4,19,1644,2,50,1005
0.1355762711864410,2,55.0,688448,259,1010016,22,7,8,3080,1,97,1001
0.008457627118644,2,38.0,621768,69,1010008,10,3,9,7814,4,48,1023
0.0135423728813559,2,32.0,688463,253,1010016,9,4,5,1676,1,16,1002
0.0094745762711864,1,37.0,624808,80,1010017,73,4,2,4212,4,45,1019
0.0169322033898305,2,23.0,698943,254,1010005,23,4,8,1643,2,51,1002
0.0152372881355932,2,26.0,554994,80,1010001,9,4,5,3945,2,52,1019
0.0220169491525423,1,30.0,612170,69,1010016,9,4,5,3519,1,65,1019
0.008457627118644,2,26.0,637124,267,1010001,73,4,2,1344,2,53,1013
0.0338813559322033,2,52.0,573085,272,1010016,9,4,5,1722,1,15,1009
0.0423559322033898,1,45.0,662857,252,1010010,73,2,2,1626,1,15,1003
0.0508305084745762,2,50.0,536385,252,1010010,13,2,11,1626,1,15,1003
0.0287966101694915,2,25.0,549333,262,1010023,9,4,5,1929,1,2,1007
0.0271016949152542,1,39.0,680901,265,1010001,9,4,5,1344,2,53,1013
0.0338813559322033,2,56.0,566556,272,1010016,10,3,9,8756,4,47,1009
0.022864406779661,1,41.0,505507,272,1010023,73,2,2,7956,4,46,1016
0.0254067796610169,2,53.0,414577,259,1010016,8,4,12,1547,2,58,1010
0.0304915254237288,1,41.0,562245,272,1010016,19,4,20,1722,1,15,1009
0.0338813559322033,2,28.0,688873,258,1010001,9,4,5,1515,1,11,1010
0.084728813559322,2,21.0,542730,262,1010016,12,1,11,1201,1,19,1007
0.0304915254237288,2,25.0,595128,265,1010016,10,3,9,1344,2,53,1013
0.0423559322033898,2,33.0,660712,272,1010016,43,4,18,1722,1,15,1009
0.0135423728813559,1,27.0,464297,286,1010014,9,4,5,1334,1,61,1017
0.0118474576271186,2,52.0,546456,66,1010016,9,4,5,4322,4,45,1019
0.0118474576271186,2,24.0,577314,252,1010016,9,4,5,1640,2,53,1005
0.0254067796610169,1,30.0,658850,306,1010016,9,4,5,1338,1,61,1017
0.0338813559322033,2,55.0,680374,258,1010016,10,3,9,1522,1,15,1010
0.0135423728813559,2,33.0,554598,255,1010016,43,4,18,1676,1,16,1002
0.0225762711864406,1,61.0,507909,259,1010016,10,3,9,1515,1,11,1010
0.0169322033898305,1,32.0,449263,255,1010016,93,2,12,5957,3,55,1005
0.020322033898305,2,33.0,574212,57,1010016,9,4,5,4242,1,60,1018
0.0135593220338983,1,21.0,591334,252,1010010,12,2,11,1646,1,16,1003
0.0220169491525423,2,33.0,600932,59,1010016,43,4,18,8396,26,5,1019
0.011864406779661,1,31.0,485537,297,1010008,93,4,19,4215,4,72,1017
0.0094745762711864,2,25.0,695033,70,1010016,3,3,15,4344,1,66,1019
0.0220169491525423,2,54.0,672598,255,1010016,9,4,5,1676,1,16,1002
0.0406610169491525,2,24.0,621248,254,1010016,11,1,9,1926,1,14,1013
0.0169322033898305,2,30.0,603145,286,1010010,9,4,5,3937,2,51,1017
0.0169322033898305,2,40.0,446224,245,1010016,22,7,8,1647,2,53,1003
0.0169322033898305,2,29.0,548603,255,1010001,10,3,9,2032,1,8,1005
0.0304915254237288,1,57.0,662980,252,1010010,8,4,12,1626,1,15,1003
0.0338813559322033,1,25.0,633973,275,1010016,9,4,5,1447,2,58,1012
0.041728813559322,1,23.0,633131,308,1010007,7,1,12,1640,2,53,1005
0.0254067796610169,2,53.0,678073,265,1010010,9,4,5,1643,2,51,1002
0.0254067796610169,2,46.0,537085,253,1010016,9,4,5,1666,1,11,1005
0.0338813559322033,2,47.0,684208,272,1010023,10,3,9,1772,2,57,1016
0.0271016949152542,2,24.0,602293,258,1010016,19,2,20,1522,1,15,1010
0.0129830508474576,1,52.0,677506,79,1010016,5,5,15,4344,1,66,1019
0.022864406779661,1,44.0,548110,272,1010016,72,3,2,7917,4,76,1016
0.0423559322033898,2,34.0,594697,265,1010001,42,7,18,1344,2,53,1013
0.0169322033898305,2,50.0,557247,252,1010010,43,4,18,5868,3,26,1002
0.0271016949152542,1,25.0,637673,252,1010016,14,2,13,1626,1,15,1003
0.0271016949152542,2,23.0,617620,265,1010001,72,1,2,1344,2,53,1013
0.2146610169491530,1,,696687,262,1010026,9,4,5,1201,1,19,1007
0.0169322033898305,2,23.0,633781,255,1010014,9,4,5,1640,2,53,1005
0.0254067796610169,2,27.0,574109,252,1010016,22,7,8,1647,2,53,1003
0.0338813559322033,2,24.0,688873,258,1010001,12,1,11,1515,1,11,1010
0.084728813559322,2,23.0,399201,272,1010023,8,4,12,1772,2,57,1016
0.0220169491525423,2,52.0,546684,66,1010016,9,4,5,3209,1,65,1019
0.0237118644067796,2,23.0,599716,94,1010016,10,3,9,3040,1,64,1020
0.0423559322033898,2,22.0,679204,306,1010021,9,4,5,1338,1,61,1017
0.0677796610169491,2,26.0,607564,264,1010016,9,4,5,1212,1,11,1008
0.0169322033898305,2,41.0,237222,254,1010016,9,4,5,1676,1,16,1002
0.0338813559322033,1,27.0,660726,258,1010016,9,4,5,1515,1,11,1010
0.0090338983050847,1,35.0,417951,304,1010016,9,4,5,3608,1,62,1021
0.0254067796610169,2,25.0,660308,272,1010004,11,1,9,1747,2,53,1009
0.0677796610169491,2,23.0,655142,263,1010016,9,4,5,1929,1,2,1007
0.0169322033898305,1,25.0,464927,286,1010020,9,4,5,1334,1,61,1017
0.0169322033898305,2,28.0,562252,272,1010023,73,2,2,1722,1,15,1009
0.0135423728813559,2,41.0,686919,273,1010001,6,1,12,7616,4,76,1005
0.0135423728813559,1,32.0,655347,253,1010016,9,4,5,8316,26,5,1005
0.0813389830508474,1,20.0,527687,262,1010016,13,2,11,1244,2,53,1007
0.0203389830508474,1,31.0,620081,252,1010016,9,4,5,1636,1,15,1005
0.0338813559322033,2,28.0,680810,306,1010001,9,4,5,1338,1,61,1017
0.0152372881355932,2,26.0,552817,80,1010022,6,1,12,3945,2,52,1019
0.0135423728813559,2,28.0,624486,255,1010016,9,4,5,1643,2,51,1002
0.0423559322033898,2,49.0,711547,258,1010022,10,3,9,1522,1,15,1010
0.0677796610169491,2,41.0,640807,308,1010016,9,4,5,1244,2,53,1007
0.0508305084745762,2,58.0,556527,272,1010023,9,4,5,8956,4,47,1016
0.0169322033898305,2,34.0,695113,270,1010001,7,1,12,7616,4,76,1005
0.0254067796610169,2,22.0,633148,69,1010016,13,2,11,3945,2,52,1019
0.0338813559322033,2,31.0,619496,265,1010001,9,4,5,4090,2,50,1023
0.0338813559322033,2,24.0,519583,272,1010023,73,2,2,1772,2,57,1016
0.0254067796610169,2,42.0,657497,252,1010014,10,3,9,1640,2,53,1005
0.008457627118644,2,25.0,561445,255,1010016,10,3,9,1676,1,16,1002
0.1016779661016950,2,23.0,405635,262,1010016,9,4,5,5960,2,58,1007
0.0271016949152542,1,47.0,624678,80,1010022,6,1,12,3409,1,65,1019
0.0338813559322033,2,24.0,621381,272,1010016,71,3,2,1747,2,53,1009
0.0474406779661016,2,41.0,639448,66,1010016,9,4,5,3209,1,65,1019
0.0474406779661016,1,61.0,625773,265,1010004,9,4,5,1313,1,11,1013
0.0423559322033898,2,31.0,564418,259,1010023,9,4,5,1773,2,57,1016
0.0271016949152542,1,30.0,675203,258,1010016,93,4,19,1522,1,15,1010
0.0169322033898305,1,36.0,554598,255,1010010,73,2,2,1676,1,16,1002
0.0338813559322033,2,39.0,673464,267,1010016,8,4,5,6557,4,44,1006
0.008457627118644,2,49.0,606671,265,1010008,9,4,5,8716,4,77,1005
0.0101525423728813,2,22.0,584895,253,1010016,51,1,4,1644,2,50,1005
0.0108305084745762,1,53.0,624121,252,1010014,22,7,8,6545,4,41,1005
0.0220169491525423,2,60.0,638819,245,1010021,11,1,9,7618,4,76,1003
0.020322033898305,2,21.0,562245,272,1010023,72,2,2,1722,1,15,1009
0.0593050847457627,2,48.0,605939,275,1010016,51,1,4,1414,1,11,1012
0.0169322033898305,1,60.0,516000,255,1010017,73,4,2,1660,1,6,1005
0.0169322033898305,1,20.0,501820,252,1010010,22,7,8,1647,2,53,1003
0.0081186440677966,1,29.0,572799,253,1010016,9,4,5,1670,1,6,1005
0.0203389830508474,1,36.0,622878,308,1010005,9,4,5,8748,4,47,1005
0.0677796610169491,1,36.0,639242,261,1010016,9,4,5,1201,1,19,1007
0.0254067796610169,2,32.0,703991,254,1010016,9,4,5,1676,1,16,1002
0.0423559322033898,2,23.0,673186,275,1010016,9,4,5,1422,1,15,1012
0.020322033898305,2,37.0,596812,275,1010026,9,4,5,1422,1,15,1012
0.0101525423728813,2,50.0,485673,286,1010001,72,5,7,4225,4,72,1017
0.0593050847457627,2,20.0,695263,272,1010001,73,2,2,1722,1,15,1009
0.0090338983050847,1,38.0,179208,273,1010016,9,4,5,3608,1,62,1021
0.0254067796610169,2,23.0,589641,265,1010016,42,7,18,1343,2,50,1013
0.0101525423728813,1,47.0,657291,286,1010016,73,4,7,1338,1,61,1017
0.0304915254237288,2,34.0,558806,94,1010016,8,4,12,3629,3,27,1020
0.020322033898305,1,21.0,694589,308,1010016,42,7,18,1643,2,51,1002
0.0135423728813559,2,27.0,160442,302,1010016,10,3,9,3611,1,62,1021
0.0169322033898305,2,27.0,680912,255,1010014,9,4,5,1640,2,53,1005
0.0067627118644067,2,55.0,567992,255,1010008,6,1,11,8716,4,77,1005
0.0118474576271186,2,31.0,368603,297,1010017,10,3,9,7922,4,79,1017
0.021593220338983,2,28.0,507909,259,1010017,71,3,2,1515,1,11,1010
0.0338813559322033,2,33.0,654210,254,1010016,12,1,9,2032,1,8,1005
0.0338813559322033,2,26.0,637549,252,1010010,93,4,19,1626,1,15,1003
0.0169322033898305,1,50.0,655347,253,1010016,9,4,5,8316,26,5,1005
0.0677796610169491,2,32.0,644379,252,1010016,14,4,11,1648,1,18,1003
0.0033728813559322,2,19.0,532954,70,1010016,3,3,15,3946,2,52,1019
0.0271016949152542,1,23.0,584298,259,1010016,10,3,9,5777,3,20,1011
0.008457627118644,1,50.0,464927,286,1010016,10,3,9,1334,1,61,1017
0.008457627118644,1,49.0,355569,253,1010016,9,4,5,1643,2,51,1002
0.0203389830508474,1,43.0,626263,273,1010016,7,4,12,8716,4,77,1005
0.0254067796610169,2,51.0,562252,272,1010023,7,2,12,1722,1,15,1009
0.0033728813559322,2,31.0,610776,255,1010016,31,1,3,1676,1,16,1002
0.0220169491525423,2,43.0,542982,272,1010010,93,4,19,8768,4,72,1002
0.008457627118644,1,24.0,565379,253,1010016,10,3,9,1676,1,16,1002
0.0864237288135593,2,31.0,683549,259,1010016,10,3,9,3080,1,97,1001
0.0508305084745762,1,39.0,625090,262,1010010,73,4,2,7852,4,45,1007
0.0176101694915254,2,32.0,575141,254,1010017,9,4,5,1676,1,16,1002
0.1016779661016950,2,37.0,671624,87,1010016,9,4,5,3529,1,64,1020
0.0049661016949152,2,27.0,640639,253,1010016,42,5,18,1644,2,50,1005
0.0220169491525423,2,57.0,516712,254,1010016,9,4,5,1643,2,51,1002
0.0338813559322033,2,20.0,539723,272,1010016,71,3,2,1747,2,53,1009
0.0338813559322033,2,26.0,711440,252,1010016,9,4,5,1666,1,11,1005
0.0423559322033898,2,27.0,633932,66,1010016,9,4,5,8396,26,5,1019
0.0338813559322033,2,29.0,688873,258,1010016,10,3,9,1515,1,11,1010
0.0338813559322033,2,26.0,657755,270,1010005,9,4,5,6545,4,41,1005
0.0338813559322033,2,27.0,688873,258,1010016,43,4,18,1515,1,11,1010
0.0338813559322033,1,42.0,553611,90,1010016,9,4,5,3528,1,64,1020
0.0338813559322033,1,44.0,559129,272,1010023,9,4,5,8956,4,47,1016
0.0186271186440677,2,52.0,509994,308,1010010,7,1,12,5883,3,26,1002
0.0338813559322033,2,57.0,618800,253,1010016,9,4,5,1522,1,15,1010
0.008457627118644,1,25.0,636587,255,1010010,7,2,12,5868,3,26,1002
0.0304915254237288,2,25.0,622295,275,1010023,9,4,5,1422,1,15,1012
0.084728813559322,2,34.0,399136,272,1010016,93,4,20,1772,2,57,1016
0.020322033898305,1,23.0,574109,252,1010017,73,4,2,1647,2,53,1003
0.0864237288135593,2,65.0,639836,245,1010010,9,4,5,1626,1,15,1003
0.0254067796610169,2,31.0,647416,253,1010016,43,4,18,1522,1,15,1010
0.0135423728813559,2,52.0,666651,286,1010016,9,4,5,1339,1,61,1017
0.0190508474576271,2,23.0,620180,252,1010026,73,4,2,8718,4,77,1003
0.0108474576271186,1,30.0,200182,304,1010010,9,4,5,3608,1,62,1021
0.0254067796610169,2,23.0,580041,306,1010016,10,3,9,1338,1,61,1017
0.0508305084745762,2,46.0,662935,252,1010010,13,2,11,1626,1,15,1003
0.0254067796610169,1,22.0,678063,265,1010001,9,4,5,1344,2,53,1013
0.0254067796610169,1,42.0,380609,255,1010019,13,1,1,5962,2,58,1005
0.0338813559322033,2,35.0,637515,252,1010016,9,4,5,1626,1,15,1003
0.0508305084745762,2,25.0,524061,275,1010023,9,4,5,1773,2,57,1016
0.0101525423728813,1,34.0,567993,255,1010010,8,4,-1,8316,26,5,1005
0.0135423728813559,2,29.0,560208,298,1010016,82,1,7,4242,1,60,1018
0.0101525423728813,2,41.0,315497,75,1010016,9,4,5,9985,3,25,1019
0.008457627118644,2,40.0,565379,253,1010016,9,4,5,1676,1,16,1002
0.0186271186440677,2,24.0,639751,267,1010001,73,4,2,1344,2,53,1013
0.0304915254237288,2,33.0,468480,274,1010023,7,2,12,1773,2,57,1016
0.0112881355932203,1,50.0,684277,304,1010001,9,4,5,3608,1,62,1021
0.0338813559322033,2,39.0,526182,272,1010023,72,2,2,7917,4,76,1016
0.1016779661016950,2,54.0,658641,265,1010016,92,2,19,1926,1,14,1013
0.0118474576271186,2,34.0,564309,286,1010016,81,3,7,7988,3,26,1017
0.0254067796610169,2,50.0,573716,272,1010004,12,1,11,1722,1,15,1009
0.0101525423728813,2,46.0,488012,302,1010017,73,4,2,4224,4,72,1021
0.0593050847457627,2,49.0,659562,272,1010016,31,1,3,1722,1,15,1009
0.0169322033898305,2,46.0,685687,252,1010010,52,7,4,3090,1,15,1023
0.0135423728813559,2,58.0,624121,252,1010014,22,7,8,6545,4,41,1005
0.0135423728813559,2,60.0,683662,254,1010017,9,4,5,1643,2,51,1002
0.0135423728813559,1,45.0,583534,272,1010010,8,4,12,1676,1,16,1002
0.0338813559322033,2,51.0,557246,308,1010016,93,4,20,5883,3,26,1002
0.0152372881355932,1,44.0,552370,272,1010016,9,4,5,8917,4,77,1016
0.0241016949152542,1,46.0,547780,272,1010010,7,1,12,1643,2,51,1002
0.036,2,27.0,687725,254,1010021,10,3,9,1666,1,11,1005
0.0254067796610169,1,38.0,672448,272,1010016,9,4,5,8717,4,77,1009
0.0338813559322033,2,32.0,667870,272,1010010,9,4,5,1670,1,6,1005
0.0254067796610169,1,23.0,544181,67,1010016,9,4,5,7389,3,25,1019
0.008457627118644,2,24.0,355072,253,1010016,9,4,5,1643,2,51,1002
0.0423559322033898,2,51.0,554541,272,1010023,72,3,2,8956,4,47,1016
0.0067627118644067,2,34.0,693208,252,1010008,7,1,12,7648,4,46,1005
0.0677796610169491,2,32.0,691890,265,1010001,70,5,2,1941,1,18,1010
0.0067627118644067,2,24.0,635844,252,1010017,42,5,18,1640,2,53,1005
0.0338813559322033,2,53.0,682550,308,1010010,7,1,12,1643,2,51,1002
0.0525254237288135,2,40.0,584925,262,1010016,33,4,3,1201,1,19,1007
0.0338813559322033,1,22.0,662866,252,1010010,61,1,6,1626,1,15,1003
0.0254067796610169,1,40.0,505507,272,1010023,72,2,2,7956,4,46,1016
0.0169322033898305,2,23.0,685687,252,1010010,8,4,12,3090,1,15,1023
0.0135423728813559,1,20.0,160442,302,1010016,9,4,5,3611,1,62,1021
0.0338813559322033,2,52.0,651724,252,1010010,13,2,11,1616,1,11,1003
0.0338813559322033,2,26.0,639297,275,1010016,9,4,5,1422,1,15,1012
0.0271016949152542,1,24.0,504155,252,1010016,51,1,4,1646,1,16,1003
0.0474406779661016,1,61.0,537119,272,1010016,9,4,5,1717,1,11,1009
0.0108305084745762,1,33.0,608776,302,1010010,6,2,12,3611,1,62,1021
0.0338813559322033,2,51.0,399223,272,1010016,9,4,5,1772,2,57,1016
0.0169322033898305,2,23.0,583060,57,1010016,9,4,5,4242,1,60,1018
0.0152372881355932,2,23.0,673016,265,1010016,42,5,18,1343,2,50,1013
0.0338813559322033,2,32.0,680846,258,1010016,19,1,20,3090,1,15,1023
0.0813389830508474,1,38.0,495884,262,1010016,93,4,20,5283,3,31,1007
0.0254067796610169,1,55.0,672890,252,1010017,10,3,9,1647,2,53,1003
0.0338813559322033,2,52.0,573085,272,1010023,8,4,12,1722,1,15,1009
0.084728813559322,2,38.0,700791,265,1010001,73,4,7,1941,1,18,1010
0.0423559322033898,1,24.0,630141,273,1010016,9,4,5,8310,26,5,1005
0.0169322033898305,2,20.0,591334,252,1010016,73,4,2,3708,1,62,1017
0.0381186440677966,1,31.0,663970,265,1010001,12,1,11,1322,1,15,1013
0.1186271186440680,2,31.0,608007,265,1010021,42,5,18,1686,1,14,1013
0.0304915254237288,2,67.0,568863,252,1010016,51,1,4,1616,1,11,1003
0.0338813559322033,2,27.0,529953,272,1010016,42,7,18,1747,2,53,1009
0.0135423728813559,1,20.0,633130,252,1010014,9,4,5,1640,2,53,1005
0.0508305084745762,2,26.0,725253,252,1010007,11,3,9,1640,2,53,1005
0.0169322033898305,2,21.0,677930,252,1010016,53,4,18,1643,2,51,1002
0.0169322033898305,2,29.0,677930,252,1010016,53,4,18,1643,2,51,1002
0.0287966101694915,2,51.0,634249,258,1010016,10,3,9,1515,1,11,1010
0.0135423728813559,1,48.0,633130,252,1010005,73,4,2,1640,2,53,1005
0.0220169491525423,2,56.0,573149,306,1010016,20,5,8,1919,1,2,1005
0.0508305084745762,2,39.0,516741,272,1010023,8,4,12,1939,1,2,1009
0.0254067796610169,2,31.0,600886,59,1010016,9,4,5,4242,1,60,1018
0.0135423728813559,1,27.0,663695,286,1010016,9,4,5,1338,1,61,1017
0.0338813559322033,2,56.0,633136,308,1010014,51,7,4,1640,2,53,1005
0.0169322033898305,1,25.0,631536,302,1010001,7,2,12,3611,1,62,1021
0.020322033898305,1,31.0,338016,67,1010016,17,2,13,7389,3,25,1019
0.0101525423728813,2,30.0,657097,275,1010001,42,5,18,1410,1,6,1025
0.0864237288135593,1,41.0,663406,87,1010016,17,2,13,3630,3,27,1020
0.020322033898305,1,45.0,710899,252,1010010,22,2,8,1636,1,15,1005
0.0135423728813559,2,25.0,683662,254,1010017,42,7,18,1643,2,51,1002
0.0423559322033898,1,26.0,491913,272,1010016,83,4,7,5656,3,21,1009
0.008457627118644,1,24.0,713997,78,1010001,9,4,5,4343,1,66,1019
0.0457457627118644,1,26.0,652730,275,1010016,9,4,5,1414,1,11,1012
0.0237118644067796,2,30.0,599083,258,1010016,83,4,7,1322,1,15,1013
0.0338813559322033,2,47.0,554450,272,1010016,8,4,12,1747,2,53,1009
0.0143898305084745,2,33.0,674482,308,1010008,7,1,12,8748,4,47,1005
0.0423559322033898,2,21.0,489607,66,1010016,19,4,1,1920,1,65,1019
0.0338813559322033,2,47.0,645065,252,1010017,8,4,12,1647,2,53,1003
0.0101525423728813,2,42.0,637223,255,1010007,21,3,8,1640,2,53,1005
0.0186271186440677,2,35.0,372628,306,1010001,10,3,9,3705,1,61,1017
0.0033728813559322,1,33.0,667411,302,1010001,32,5,3,7188,3,26,1021
0.0423559322033898,2,24.0,524825,272,1010010,73,7,2,1722,1,15,1009
0.0254067796610169,2,20.0,643985,253,1010016,9,4,5,1543,2,53,1010
0.084728813559322,2,47.0,677341,262,1010016,73,4,2,1201,1,19,1007
0.0254067796610169,1,21.0,547780,272,1010010,9,4,12,1643,2,51,1002
0.0338813559322033,2,54.0,640164,262,1010023,72,2,2,1244,2,53,1007
0.0045593220338983,1,42.0,610696,252,1010016,7,1,12,8716,4,77,1005
0.0135423728813559,2,40.0,487932,286,1010012,50,5,4,7932,4,79,1017
0.0254067796610169,1,46.0,667499,258,1010001,17,2,13,1522,1,15,1010
0.0271016949152542,1,41.0,624071,252,1010015,73,4,2,8718,4,77,1003
0.0169322033898305,1,49.0,633130,252,1010014,72,7,2,1640,2,53,1005
0.0271016949152542,1,46.0,686496,259,1010001,12,1,11,1543,2,53,1010
0.0338813559322033,1,61.0,663942,265,1010001,11,1,9,1322,1,15,1013
0.084728813559322,2,51.0,399136,272,1010016,9,4,5,1772,2,57,1016
0.0508305084745762,2,31.0,681718,272,1010023,9,4,5,1772,2,57,1016
0.0423559322033898,1,62.0,634426,258,1010016,10,3,9,1515,1,11,1010
0.0254067796610169,2,56.0,678086,272,1010016,7,1,12,1643,2,51,1002
0.0338813559322033,1,54.0,669713,252,1010016,9,4,5,1636,1,15,1005
0.0169322033898305,2,45.0,672127,272,1010006,9,4,5,1643,2,51,1002
0.0338813559322033,2,22.0,665477,272,1010023,73,2,2,1772,2,57,1016
0.0067627118644067,1,56.0,610776,255,1010001,12,1,11,1676,1,16,1002
0.0271186440677966,1,24.0,662868,252,1010016,9,4,5,1626,1,15,1003
0.0271016949152542,1,47.0,496111,252,1010016,92,2,19,1610,1,6,1003
0.084728813559322,2,58.0,677341,262,1010016,73,4,2,1201,1,19,1007
0.0135423728813559,1,52.0,501820,252,1010010,9,4,5,1647,2,53,1003
0.022864406779661,1,28.0,626263,273,1010001,9,4,5,8716,4,77,1005
0.0677796610169491,2,52.0,669360,265,1010007,42,7,18,1343,2,50,1013
0.0169322033898305,2,21.0,182909,273,1010016,9,4,5,3608,1,62,1021
0.0169322033898305,1,20.0,677930,252,1010016,22,7,8,1643,2,51,1002
0.0135423728813559,1,33.0,552471,259,1010016,92,2,20,1543,2,53,1010
0.0254067796610169,2,23.0,628930,258,1010001,71,1,2,1543,2,53,1010
0.036,2,21.0,448509,272,1010016,9,4,5,1747,2,53,1009
0.0169322033898305,2,52.0,554141,252,1010016,9,4,5,8768,4,72,1002
0.021593220338983,2,52.0,639677,259,1010016,10,3,9,1522,1,15,1010
0.0118474576271186,2,43.0,631653,81,1010016,9,4,5,8888,1,66,1019
0.0423559322033898,2,57.0,448509,272,1010016,72,3,2,1747,2,53,1009
0.0152372881355932,1,21.0,583351,75,1010016,9,4,5,3519,1,65,1019
0.0423559322033898,2,32.0,572582,306,1010016,43,4,18,8316,26,5,1005
0.0338813559322033,2,28.0,630116,273,1010001,9,4,5,8310,26,5,1005
0.0508305084745762,1,29.0,675319,264,1010004,9,4,5,1222,1,15,1008
0.0169322033898305,2,54.0,557247,252,1010016,9,4,5,5868,3,26,1002
0.0677796610169491,2,56.0,688910,258,1010007,52,2,4,1522,1,15,1010
0.0169322033898305,2,46.0,501820,252,1010010,43,4,18,1647,2,53,1003
0.0135423728813559,1,60.0,501820,252,1010010,42,7,18,1647,2,53,1003
0.0355762711864406,2,50.0,608007,265,1010021,42,5,18,1686,1,14,1013
0.0169322033898305,2,41.0,674482,308,1010001,9,4,5,8748,4,47,1005
0.0508305084745762,2,53.0,636455,264,1010016,43,4,18,1222,1,15,1008
0.0338813559322033,1,22.0,663942,265,1010001,9,4,5,1322,1,15,1013
0.0169322033898305,2,28.0,427114,295,1010001,51,3,4,6563,4,44,1017
0.0169322033898305,1,29.0,650798,265,1010016,73,4,2,7814,4,48,1023
0.0118474576271186,2,20.0,617646,297,1010001,10,3,9,3709,1,62,1017
0.108457627118644,2,58.0,668537,262,1010016,14,2,11,1201,1,19,1007
0.0108305084745762,1,33.0,342034,80,1010016,51,1,4,3409,1,65,1019
0.0135423728813559,2,48.0,598755,255,1010010,7,2,12,5832,3,26,1002
0.0071864406779661,2,33.0,519936,286,1010001,50,5,4,7922,4,79,1017
0.0271016949152542,2,24.0,557246,308,1010016,9,4,5,5883,3,26,1002
0.0135423728813559,2,24.0,590921,59,1010016,19,4,20,4242,1,60,1018
0.0423559322033898,2,33.0,660712,272,1010010,8,4,5,1722,1,15,1009
0.020322033898305,1,35.0,507909,259,1010016,10,3,9,1515,1,11,1010
0.0101525423728813,2,53.0,635084,254,1010017,42,7,18,1643,2,51,1002
0.0050677966101694,2,65.0,553873,265,1010001,73,4,2,7616,4,76,1005
0.0100847457627118,1,49.0,520508,252,1010010,7,2,12,1660,1,6,1005
0.0304915254237288,2,51.0,616708,306,1010016,10,3,9,1334,1,61,1017
0.0338813559322033,2,48.0,576773,272,1010016,9,4,5,1710,1,6,1009
0.0338813559322033,2,55.0,630116,273,1010016,9,4,5,8310,26,5,1005
0.0338813559322033,2,31.0,662888,252,1010010,12,1,11,1626,1,15,1003
0.0338813559322033,2,53.0,456163,308,1010016,52,1,4,1676,1,16,1002
0.008457627118644,2,52.0,516000,255,1010017,73,4,2,1660,1,6,1005
0.0677796610169491,2,22.0,663016,252,1010016,11,1,9,1626,1,15,1003
